tseitin-3x3-odd	UNSATISFIABLE	731	0.002848	592
tseitin-4x4-odd	UNSATISFIABLE	84150	0.233314	9986
/tmp/ems-close-20260911/wall-stdlib-only/preflight-inputs/pigeonhole_6_5.cnf	UNSATISFIABLE	138	0.002608	140
/tmp/ems-close-20260911/wall-stdlib-only/preflight-inputs/simple_sat.cnf	SATISFIABLE	0	0.002399	0
