tseitin-3x3-odd	UNSATISFIABLE	731	0.004364	592
tseitin-4x4-odd	UNSATISFIABLE	84150	0.233807	9986
/tmp/ems-close-20260911/wall-gc-traversal-4x5/preflight-inputs/pigeonhole_6_5.cnf	UNSATISFIABLE	138	0.001551	140
/tmp/ems-close-20260911/wall-gc-traversal-4x5/preflight-inputs/simple_sat.cnf	SATISFIABLE	0	0.000976	0
