tseitin-3x3-odd	UNSATISFIABLE	731	0.001934	592
tseitin-4x4-odd	UNSATISFIABLE	84150	0.236546	9986
/tmp/ems-close-20260911/wall-bulk-only/preflight-inputs/pigeonhole_6_5.cnf	UNSATISFIABLE	138	0.001169	140
/tmp/ems-close-20260911/wall-bulk-only/preflight-inputs/simple_sat.cnf	SATISFIABLE	0	0.000854	0
