tseitin-3x3-odd	UNSATISFIABLE	731	0.003837	592
tseitin-4x4-odd	UNSATISFIABLE	84150	0.235331	9986
/tmp/ems-close-20260911/wall-len-only-4x5/preflight-inputs/pigeonhole_6_5.cnf	UNSATISFIABLE	138	0.002759	140
/tmp/ems-close-20260911/wall-len-only-4x5/preflight-inputs/simple_sat.cnf	SATISFIABLE	0	0.000986	0
