tseitin-3x3-odd	UNSATISFIABLE	731	0.001771	592
tseitin-4x4-odd	UNSATISFIABLE	84150	0.233808	9986
/tmp/ems-close-20260911/scalar-ladder-5x5/preflight-inputs/pigeonhole_6_5.cnf	UNSATISFIABLE	138	0.002214	140
/tmp/ems-close-20260911/scalar-ladder-5x5/preflight-inputs/simple_sat.cnf	SATISFIABLE	0	0.001303	0
