tseitin-3x3-odd	UNSATISFIABLE	731	0.003832	592
tseitin-4x4-odd	UNSATISFIABLE	84150	0.234015	9986
/tmp/ems-gap-20260911/wall-production/preflight-inputs/pigeonhole_6_5.cnf	UNSATISFIABLE	138	0.001842	140
